wellbeing,SocialConnections,Country,Language,Weird,Setting,Tablet
0.094851718,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.050569287,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.282549147,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.39402336,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.837992016,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.295868299,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.815450596,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.198460905,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.692879815,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.387566185,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.22995779,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.12380899,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.648583738,High,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
1.010406287,High,France,French,1,In a lab,Computers
-0.195783293,High,France,French,1,In a lab,Computers
1.013831566,High,France,French,1,In a lab,Computers
0.002468196,High,France,French,1,In a lab,Computers
0.460099545,High,France,French,1,In a lab,Computers
0.598237514,High,France,French,1,In a lab,Computers
0.557240137,High,France,French,1,In a lab,Computers
-0.006107534,High,France,French,1,In a lab,Computers
0.349639802,High,France,French,1,In a lab,Computers
-0.003075637,High,France,French,1,In a lab,Computers
0.090639676,High,France,French,1,In a lab,Computers
0.52916853,High,France,French,1,In a lab,Computers
0.09907518,High,France,French,1,In a lab,Computers
-0.109843299,High,France,French,1,In a lab,Computers
0.645818645,High,France,French,1,In a lab,Computers
0.454302555,High,France,French,1,In a lab,Computers
-0.551530628,High,France,French,1,In a lab,Computers
0.586896691,High,France,French,1,In a lab,Computers
1.224070415,High,France,French,1,In a lab,Computers
-0.719200799,High,France,French,1,In a lab,Computers
0.85341898,High,France,French,1,In a lab,Computers
1.417958216,High,France,French,1,In a lab,Computers
-0.364757962,High,France,French,1,In a lab,Computers
0.266211744,High,France,French,1,In a lab,Computers
0.786861932,High,Hungary,Hungarian,1,In a lab,Tablets
-1.005876924,High,Hungary,Hungarian,1,In a lab,Tablets
-0.917312062,High,Hungary,Hungarian,1,In a lab,Tablets
-1.108294545,High,Hungary,Hungarian,1,In a lab,Computers
0.6070664,High,Hungary,Hungarian,1,In a lab,Tablets
0.741512288,High,Hungary,Hungarian,1,In a lab,Tablets
-0.942351773,High,Hungary,Hungarian,1,In a lab,Computers
0.639754852,High,Hungary,Hungarian,1,In a lab,Computers
-0.204485601,High,Hungary,Hungarian,1,In a lab,Computers
0.412518414,High,Hungary,Hungarian,1,In a lab,Tablets
0.158123712,High,Hungary,Hungarian,1,In a lab,Computers
0.127806972,High,Hungary,Hungarian,1,In a lab,Tablets
0.714887629,High,Hungary,Hungarian,1,In a lab,Computers
0.219150574,High,Hungary,Hungarian,1,In a lab,Tablets
-0.596613469,High,Hungary,Hungarian,1,In a lab,Tablets
0.376924645,High,Hungary,Hungarian,1,In a lab,Tablets
0.200048078,High,Hungary,Hungarian,1,In a lab,Tablets
0.664667984,High,Hungary,Hungarian,1,In a lab,Computers
0.196215772,High,Hungary,Hungarian,1,In a lab,Computers
0.319196483,High,Hungary,Hungarian,1,In a lab,Computers
0.357555346,High,Hungary,Hungarian,1,In a lab,Tablets
-1.238783773,High,Hungary,Hungarian,1,In a lab,Tablets
0.032911514,High,Hungary,Hungarian,1,In a lab,Computers
0.126753405,High,Hungary,Hungarian,1,In a lab,Computers
0.770117501,High,Hungary,Hungarian,1,In a lab,Computers
1.185444749,High,Hungary,Hungarian,1,In a lab,Tablets
-0.00202207,High,Hungary,Hungarian,1,In a lab,Tablets
0.582153268,High,Hungary,Hungarian,1,In a lab,Tablets
0.634224665,High,Hungary,Hungarian,1,In a lab,Tablets
0.420560537,High,Hungary,Hungarian,1,In a lab,Computers
0.626449346,High,Hungary,Hungarian,1,In a lab,Computers
0.115819611,High,Hungary,Hungarian,1,In a lab,Computers
0.390637179,High,Hungary,Hungarian,1,In a lab,Tablets
-0.2238549,High,Hungary,Hungarian,1,In a lab,Computers
0.028561473,High,Hungary,Hungarian,1,In a lab,Computers
0.897574832,High,Hungary,Hungarian,1,In a lab,Tablets
-0.230185496,High,Hungary,Hungarian,1,In a lab,Computers
0.55698698,High,Hungary,Hungarian,1,In a lab,Tablets
0.20293975,High,Hungary,Hungarian,1,In a lab,Computers
0.667826459,High,Hungary,Hungarian,1,In a lab,Computers
-0.802893434,High,Hungary,Hungarian,1,In a lab,Tablets
1.213263199,High,Hungary,Hungarian,1,In a lab,Tablets
0.658604191,High,Hungary,Hungarian,1,In a lab,Computers
0.155358619,High,Hungary,Hungarian,1,In a lab,Tablets
0.565549063,High,Hungary,Hungarian,1,In a lab,Computers
-1.159438954,High,Hungary,Hungarian,1,In a lab,Tablets
-0.556274051,High,Hungary,Hungarian,1,In a lab,Computers
0.761021811,High,Hungary,Hungarian,1,In a lab,Tablets
-1.543398121,High,Hungary,Hungarian,1,In a lab,Tablets
-0.146884017,High,Hungary,Hungarian,1,In a lab,Computers
0.955569797,High,Hungary,Hungarian,1,In a lab,Tablets
0.778553006,High,Hungary,Hungarian,1,In a lab,Computers
1.027670678,High,Hungary,Hungarian,1,In a lab,Computers
-0.037744644,High,Hungary,Hungarian,1,In a lab,Tablets
-0.46045383,High,Hungary,Hungarian,1,In a lab,Tablets
0.443621918,High,Hungary,Hungarian,1,In a lab,Computers
-0.352239219,High,Hungary,Hungarian,1,In a lab,Computers
0.435059835,High,Hungary,Hungarian,1,In a lab,Tablets
0.781318099,High,Hungary,Hungarian,1,In a lab,Computers
0.709484021,High,Hungary,Hungarian,1,In a lab,Computers
0.726088227,High,Hungary,Hungarian,1,In a lab,Tablets
-0.90267254,High,Hungary,Hungarian,1,In a lab,Tablets
-0.910450085,High,Hungary,Hungarian,1,In a lab,Computers
-0.188527934,High,Hungary,Hungarian,1,In a lab,Computers
0.770117501,High,Hungary,Hungarian,1,In a lab,Tablets
-0.36238625,High,Hungary,Hungarian,1,In a lab,Computers
-0.174028636,High,Hungary,Hungarian,1,In a lab,Computers
0.238800323,High,Hungary,Hungarian,1,In a lab,Tablets
0.014455557,High,Hungary,Hungarian,1,In a lab,Tablets
0.883342338,High,Hungary,Hungarian,1,In a lab,Computers
-0.564582977,High,Hungary,Hungarian,1,In a lab,Tablets
-0.027061781,High,Hungary,Hungarian,1,In a lab,Computers
0.786721707,High,Hungary,Hungarian,1,In a lab,Tablets
-0.75886416,High,Hungary,Hungarian,1,In a lab,Tablets
-0.543095124,High,Hungary,Hungarian,1,In a lab,Tablets
-0.648151259,High,Hungary,Hungarian,1,In a lab,Computers
0.287559373,High,Hungary,Hungarian,1,In a lab,Tablets
-1.061500178,High,Hungary,Hungarian,1,In a lab,Computers
0.435326638,High,Hungary,Hungarian,1,In a lab,Tablets
1.038744698,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.61234343,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.369022747,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.58202669,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.736768865,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.477895317,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.147937584,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.27701896,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.700781713,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.609831494,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.130088299,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.024476009,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.201886183,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.023031286,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.399339487,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.238926901,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.737162246,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.722662949,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.325777333,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.195518715,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.154608049,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.420863534,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.300968232,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.963878723,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.314984441,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.774860924,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.316912253,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.637523365,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.384180004,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.63641928,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.753994158,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.060019261,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.905616955,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.043451927,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.224070415,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.70329365,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.380096766,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.224301025,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.084842686,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.742706079,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.038744698,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.983514826,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.438965976,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.724997789,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.245915457,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.329697799,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.105315392,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.661065609,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.774734346,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.844983475,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.271169227,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.249605313,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.417528641,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.459972967,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.90048015,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.66423773,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.61102306,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.645068075,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.775914491,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.54876776,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.14683273,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.453909174,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.650471683,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.482514387,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.736411677,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.529435333,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.199907853,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.209357828,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.557987803,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.850653887,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.630925965,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.205184883,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.669284828,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.766692223,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.10765091,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.329700024,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.018145413,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.306978512,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.526046249,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.039582749,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.089321531,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.081150604,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.337779019,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.461505171,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.383609526,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.60984514,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.736411677,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.792532343,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.484619295,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.725441688,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.044986357,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.348549363,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.03334109,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.701922762,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.648063778,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.238356423,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.296795288,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.217577047,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.152236338,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.68382032,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.198727708,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.229867405,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.438091731,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.689974497,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.736411677,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.645425263,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.710496266,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.764713893,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.705488265,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.035103904,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.057505099,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.270384689,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.371037271,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.352492376,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.369554128,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.850653887,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.29007131,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.335674111,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.666646313,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.922361386,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.87947316,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.541776979,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.421627751,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.121883404,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.209751209,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.771258549,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.780924717,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.141123899,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.896521265,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.12939192,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.072093334,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.989058659,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.077815033,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.831270941,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.473454891,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.452071069,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.178040264,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.31643139,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.800040859,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.054613427,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.163490449,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.8451237,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.830090796,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.800434241,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.074820008,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.759183707,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.290945554,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.771258549,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.343092242,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.317839241,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.637203818,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.72833336,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.356324683,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.880970627,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.775521109,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.683213648,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.886641038,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.160989933,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.206503027,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.317305635,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.536943849,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.969243234,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.459045978,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.220558425,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.277499824,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.040026648,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.54841125,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.576356279,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.039368689,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.763216426,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.72885332,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.312433408,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.556846755,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.066080829,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.011817042,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.336953158,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.033824856,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.297048445,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.509925809,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.86655881,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.00781906,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-2.580868414,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.03334109,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.92521396,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.370428373,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.547445165,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.302452053,High,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.257242633,High,UK,English,1,In a lab,Computers
-0.975826988,High,UK,English,1,In a lab,Computers
-0.04091454,High,UK,English,1,In a lab,Computers
-0.625216457,High,UK,English,1,In a lab,Computers
-0.06595425,High,UK,English,1,In a lab,Computers
-0.646566311,High,UK,English,1,In a lab,Computers
0.526530015,High,UK,English,1,In a lab,Computers
0.219150574,High,UK,English,1,In a lab,Computers
0.404349713,High,UK,English,1,In a lab,Computers
0.366117429,High,UK,English,1,In a lab,Computers
-0.242046279,High,UK,English,1,In a lab,Computers
-0.21226092,High,UK,English,1,In a lab,Computers
0.443495339,High,UK,English,1,In a lab,Computers
0.169591113,High,UK,English,1,In a lab,Computers
-1.50161398,High,UK,English,1,In a lab,Computers
-0.462698963,High,UK,English,1,In a lab,Computers
0.067046914,High,UK,English,1,In a lab,Computers
0.224820985,High,UK,English,1,In a lab,Computers
-0.173902057,High,UK,English,1,In a lab,Computers
-0.713794965,High,UK,English,1,In a lab,Computers
0.557113558,High,UK,English,1,In a lab,Computers
0.4131786,High,UK,English,1,In a lab,Computers
-0.384000682,High,UK,English,1,In a lab,Computers
-0.569593203,High,UK,English,1,In a lab,Computers
-0.258130525,High,UK,English,1,In a lab,Computers
0.58202669,High,UK,English,1,In a lab,Computers
0.347406089,High,UK,English,1,In a lab,Computers
0.435059835,High,UK,English,1,In a lab,Computers
-0.450571377,High,UK,English,1,In a lab,Computers
-1.127410687,High,UK,English,1,In a lab,Computers
0.485670637,High,UK,English,1,In a lab,Computers
-0.50869292,High,UK,English,1,In a lab,Computers
-1.448755819,High,UK,English,1,In a lab,Computers
0.467481483,High,UK,English,1,In a lab,Computers
-0.589496109,High,UK,English,1,In a lab,Computers
0.761681997,High,UK,English,1,In a lab,Computers
-0.278817968,High,UK,English,1,In a lab,Computers
-0.31532508,High,UK,English,1,In a lab,Computers
-0.50619463,High,UK,English,1,In a lab,Computers
0.695644909,High,UK,English,1,In a lab,Computers
0.565549063,High,UK,English,1,In a lab,Computers
0.767478986,High,UK,English,1,In a lab,Computers
0.991556949,High,UK,English,1,In a lab,Computers
1.124684691,High,UK,English,1,In a lab,Computers
-0.446741296,High,UK,English,1,In a lab,Computers
0.200174657,High,UK,English,1,In a lab,Computers
0.720291237,High,UK,English,1,In a lab,Computers
0.257902818,High,UK,English,1,In a lab,Computers
0.528775148,High,UK,English,1,In a lab,Computers
-0.304391285,High,UK,English,1,In a lab,Computers
-1.126216896,High,UK,English,1,In a lab,Computers
-0.651969919,High,UK,English,1,In a lab,Computers
-0.395608308,High,UK,English,1,In a lab,Computers
0.221395707,High,UK,English,1,In a lab,Computers
-0.647364496,High,UK,English,1,In a lab,Computers
-0.592921387,High,UK,English,1,In a lab,Computers
-0.760322529,High,UK,English,1,In a lab,Computers
-0.102334783,High,UK,English,1,In a lab,Computers
-1.470637055,High,UK,English,1,In a lab,Computers
-0.206857312,High,UK,English,1,In a lab,Computers
-0.783257332,High,UK,English,1,In a lab,Computers
-0.895683984,High,UK,English,1,In a lab,Computers
0.050569287,High,UK,English,1,In a lab,Computers
-0.907289384,High,UK,English,1,In a lab,Computers
-0.550350483,High,UK,English,1,In a lab,Computers
-0.143065357,High,UK,English,1,In a lab,Computers
-0.118152225,High,Japan,Japanese,0,In a lab,Computers
-0.781674609,High,Japan,Japanese,0,In a lab,Computers
-1.894402033,High,Japan,Japanese,0,In a lab,Computers
-0.812913886,High,Japan,Japanese,0,In a lab,Computers
-0.948806722,High,Japan,Japanese,0,In a lab,Computers
-0.66819439,High,Japan,Japanese,0,In a lab,Computers
-0.27671306,High,Japan,Japanese,0,In a lab,Computers
-0.180485811,High,Japan,Japanese,0,In a lab,Computers
-0.710763069,High,Japan,Japanese,0,In a lab,Computers
-0.838880585,High,Japan,Japanese,0,In a lab,Computers
-1.456797942,High,Japan,Japanese,0,In a lab,Computers
-0.09099396,High,Japan,Japanese,0,In a lab,Computers
-0.564456399,High,Japan,Japanese,0,In a lab,Computers
-0.237174052,High,Japan,Japanese,0,In a lab,Computers
-1.335011022,High,Japan,Japanese,0,In a lab,Computers
-0.4586135,High,Japan,Japanese,0,In a lab,Computers
-1.589532303,High,Japan,Japanese,0,In a lab,Computers
-0.543235348,High,Japan,Japanese,0,In a lab,Computers
-1.141516603,High,Japan,Japanese,0,In a lab,Computers
-0.195783293,High,Japan,Japanese,0,In a lab,Computers
-0.467835768,High,Japan,Japanese,0,In a lab,Computers
-0.105226455,High,Japan,Japanese,0,In a lab,Computers
-0.747143602,High,Japan,Japanese,0,In a lab,Computers
-0.688223874,High,Japan,Japanese,0,In a lab,Computers
-0.925607342,High,Japan,Japanese,0,In a lab,Computers
0.285061083,High,Japan,Japanese,0,In a lab,Computers
-0.916385074,High,Japan,Japanese,0,In a lab,Computers
-0.705092658,High,Japan,Japanese,0,In a lab,Computers
-1.104209082,High,Japan,Japanese,0,In a lab,Computers
-0.905704436,High,Japan,Japanese,0,In a lab,Computers
-0.523332443,High,Japan,Japanese,0,In a lab,Computers
-0.240065724,High,Japan,Japanese,0,In a lab,Computers
-0.644332599,High,Japan,Japanese,0,In a lab,Computers
-0.812913886,High,Japan,Japanese,0,In a lab,Computers
-0.644852559,High,Japan,Japanese,0,In a lab,Computers
-0.982155359,High,Japan,Japanese,0,In a lab,Computers
-0.66739398,High,Japan,Japanese,0,In a lab,Computers
-0.212654302,High,Japan,Japanese,0,In a lab,Computers
-0.771523127,High,Japan,Japanese,0,In a lab,Computers
-1.07152063,High,Japan,Japanese,0,In a lab,Computers
-0.610983963,High,Japan,Japanese,0,In a lab,Computers
-0.441604491,High,Japan,Japanese,0,In a lab,Computers
