price,year,region,,,,,
1.43,2016,SanFrancisco,,,,,
1.5,2016,SanFrancisco,,,,,
1.43,2016,SanFrancisco,,,,,
1.47,2016,SanFrancisco,,,,,
1.38,2016,SanFrancisco,,,,,
1.28,2016,SanFrancisco,,,,,
1.03,2016,SanFrancisco,,,,,
1.49,2016,SanFrancisco,,,,,
1.52,2016,SanFrancisco,,,,,
1.54,2016,SanFrancisco,,,,,
1.46,2016,SanFrancisco,,,,,
1.4,2016,SanFrancisco,,,,,
1.41,2016,SanFrancisco,,,,,
1.5,2016,SanFrancisco,,,,,
1.44,2016,SanFrancisco,,,,,
1.45,2016,SanFrancisco,,,,,
1.35,2016,SanFrancisco,,,,,
1.34,2016,SanFrancisco,,,,,
1.31,2016,SanFrancisco,,,,,
1.37,2016,SanFrancisco,,,,,
1.06,2016,SanFrancisco,,,,,
0.99,2016,SanFrancisco,,,,,
1,2016,SanFrancisco,,,,,
1.39,2016,SanFrancisco,,,,,
1.38,2016,SanFrancisco,,,,,
1.12,2016,SanFrancisco,,,,,
1.47,2016,SanFrancisco,,,,,
1.4,2016,SanFrancisco,,,,,
1.41,2016,SanFrancisco,,,,,
1.29,2016,SanFrancisco,,,,,
1.29,2016,SanFrancisco,,,,,
1.15,2016,SanFrancisco,,,,,
1.34,2016,SanFrancisco,,,,,
0.89,2016,SanFrancisco,,,,,
1.27,2016,SanFrancisco,,,,,
1.05,2016,SanFrancisco,,,,,
1.24,2016,SanFrancisco,,,,,
1.21,2016,SanFrancisco,,,,,
0.93,2016,SanFrancisco,,,,,
1.17,2016,Seattle,,,,,
1.09,2016,Seattle,,,,,
0.88,2016,Seattle,,,,,
1.23,2016,Seattle,,,,,
1.45,2016,Seattle,,,,,
1.41,2016,Seattle,,,,,
1.43,2016,Seattle,,,,,
1.43,2016,Seattle,,,,,
1.42,2016,Seattle,,,,,
1.12,2016,Seattle,,,,,
1.2,2016,Seattle,,,,,
1.23,2016,Seattle,,,,,
0.89,2016,Seattle,,,,,
1.03,2016,Seattle,,,,,
1.03,2016,Seattle,,,,,
1,2016,Seattle,,,,,
1.13,2016,Seattle,,,,,
1.08,2016,Seattle,,,,,
1.11,2016,Seattle,,,,,
1.14,2016,Seattle,,,,,
1.11,2016,Seattle,,,,,
1.12,2016,Seattle,,,,,
1.1,2016,Seattle,,,,,
1.03,2016,Seattle,,,,,
1.11,2016,Seattle,,,,,
1.1,2016,Seattle,,,,,
1.03,2016,Seattle,,,,,
0.97,2016,Seattle,,,,,
1.01,2016,Seattle,,,,,
0.86,2016,Seattle,,,,,
0.87,2016,Seattle,,,,,
0.87,2016,Seattle,,,,,
0.83,2016,Seattle,,,,,
0.82,2016,Seattle,,,,,
0.82,2016,Seattle,,,,,
0.88,2016,Seattle,,,,,
0.84,2016,Seattle,,,,,
0.93,2016,Seattle,,,,,
0.86,2016,Seattle,,,,,
0.85,2016,Seattle,,,,,
1.02,2016,Seattle,,,,,
0.94,2016,Seattle,,,,,
0.88,2016,Seattle,,,,,
0.91,2016,Seattle,,,,,
0.86,2016,Seattle,,,,,
0.98,2016,Seattle,,,,,
0.75,2016,Seattle,,,,,
0.98,2016,Seattle,,,,,
0.92,2016,Seattle,,,,,
0.94,2016,Seattle,,,,,
0.86,2016,Seattle,,,,,
0.89,2016,Seattle,,,,,
1.02,2016,SouthCarolina,,,,,
1.07,2016,SouthCarolina,,,,,
1.2,2016,SouthCarolina,,,,,
1.09,2016,SouthCarolina,,,,,
1.33,2016,SouthCarolina,,,,,
1.34,2016,SouthCarolina,,,,,
1.41,2016,SouthCarolina,,,,,
1.5,2016,SouthCarolina,,,,,
1.43,2016,SouthCarolina,,,,,
1.4,2016,SouthCarolina,,,,,
1.3,2016,SouthCarolina,,,,,
1.32,2016,SouthCarolina,,,,,
1.3,2016,SouthCarolina,,,,,
1.25,2016,SouthCarolina,,,,,
1.12,2016,SouthCarolina,,,,,
1.08,2016,SouthCarolina,,,,,
1.03,2016,SouthCarolina,,,,,
1.11,2016,SouthCarolina,,,,,
1.08,2016,SouthCarolina,,,,,
1.11,2016,SouthCarolina,,,,,
1.17,2016,SouthCarolina,,,,,
1.18,2016,SouthCarolina,,,,,
1.18,2016,SouthCarolina,,,,,
1.17,2016,SouthCarolina,,,,,
1.08,2016,SouthCarolina,,,,,
0.95,2016,SouthCarolina,,,,,
1.07,2016,SouthCarolina,,,,,
0.97,2016,SouthCarolina,,,,,
1.04,2016,SouthCarolina,,,,,
0.94,2016,SouthCarolina,,,,,
0.97,2016,SouthCarolina,,,,,
1.04,2016,SouthCarolina,,,,,
0.89,2016,SouthCarolina,,,,,
0.82,2016,SouthCarolina,,,,,
0.76,2016,SouthCarolina,,,,,
0.93,2016,SouthCarolina,,,,,
1.01,2016,SouthCarolina,,,,,
0.96,2016,SouthCarolina,,,,,
1.05,2016,SouthCarolina,,,,,
1.07,2016,SouthCarolina,,,,,
1.07,2016,SouthCarolina,,,,,
0.96,2016,SouthCarolina,,,,,
1.06,2016,SouthCarolina,,,,,
0.93,2016,SouthCarolina,,,,,
1.04,2016,SouthCarolina,,,,,
0.91,2016,SouthCarolina,,,,,
0.69,2016,SouthCarolina,,,,,
1.01,2016,SouthCarolina,,,,,
0.95,2016,SouthCarolina,,,,,
1.05,2016,SouthCarolina,,,,,
0.98,2016,SouthCarolina,,,,,
1.03,2016,SouthCarolina,,,,,
0.79,2016,SouthCentral,,,,,
0.72,2016,SouthCentral,,,,,
0.76,2016,SouthCentral,,,,,
0.76,2016,SouthCentral,,,,,
0.93,2016,SouthCentral,,,,,
1.06,2016,SouthCentral,,,,,
1.11,2016,SouthCentral,,,,,
1.16,2016,SouthCentral,,,,,
1.19,2016,SouthCentral,,,,,
1.09,2016,SouthCentral,,,,,
1.03,2016,SouthCentral,,,,,
1,2016,SouthCentral,,,,,
1.01,2016,SouthCentral,,,,,
0.98,2016,SouthCentral,,,,,
0.86,2016,SouthCentral,,,,,
0.82,2016,SouthCentral,,,,,
0.78,2016,SouthCentral,,,,,
0.84,2016,SouthCentral,,,,,
0.87,2016,SouthCentral,,,,,
0.94,2016,SouthCentral,,,,,
0.93,2016,SouthCentral,,,,,
0.98,2016,SouthCentral,,,,,
0.97,2016,SouthCentral,,,,,
0.94,2016,SouthCentral,,,,,
0.91,2016,SouthCentral,,,,,
0.91,2016,SouthCentral,,,,,
0.89,2016,SouthCentral,,,,,
0.89,2016,SouthCentral,,,,,
0.85,2016,SouthCentral,,,,,
0.83,2016,SouthCentral,,,,,
0.8,2016,SouthCentral,,,,,
0.72,2016,SouthCentral,,,,,
0.73,2016,SouthCentral,,,,,
0.72,2016,SouthCentral,,,,,
0.71,2016,SouthCentral,,,,,
0.7,2016,SouthCentral,,,,,
0.71,2016,SouthCentral,,,,,
0.73,2016,SouthCentral,,,,,
0.74,2016,SouthCentral,,,,,
0.77,2016,SouthCentral,,,,,
0.77,2016,SouthCentral,,,,,
0.79,2016,SouthCentral,,,,,
0.78,2016,SouthCentral,,,,,
0.77,2016,SouthCentral,,,,,
0.82,2016,SouthCentral,,,,,
0.7,2016,SouthCentral,,,,,
0.7,2016,SouthCentral,,,,,
0.79,2016,SouthCentral,,,,,
0.94,2016,SouthCentral,,,,,
0.81,2016,SouthCentral,,,,,
0.84,2016,SouthCentral,,,,,
0.79,2016,SouthCentral,,,,,
0.94,2016,Southeast,,,,,
0.96,2016,Southeast,,,,,
1.21,2016,Southeast,,,,,
0.99,2016,Southeast,,,,,
1.39,2016,Southeast,,,,,
1.38,2016,Southeast,,,,,
1.37,2016,Southeast,,,,,
1.44,2016,Southeast,,,,,
1.44,2016,Southeast,,,,,
1.43,2016,Southeast,,,,,
1.24,2016,Southeast,,,,,
1.37,2016,Southeast,,,,,
1.38,2016,Southeast,,,,,
1.32,2016,Southeast,,,,,
1.11,2016,Southeast,,,,,
1.08,2016,Southeast,,,,,
0.96,2016,Southeast,,,,,
1.11,2016,Southeast,,,,,
1.11,2016,Southeast,,,,,
1.09,2016,Southeast,,,,,
1.18,2016,Southeast,,,,,
1.18,2016,Southeast,,,,,
1.17,2016,Southeast,,,,,
1.15,2016,Southeast,,,,,
1.1,2016,Southeast,,,,,
0.91,2016,Southeast,,,,,
1.09,2016,Southeast,,,,,
0.94,2016,Southeast,,,,,
1.07,2016,Southeast,,,,,
0.91,2016,Southeast,,,,,
0.92,2016,Southeast,,,,,
1.05,2016,Southeast,,,,,
0.82,2016,Southeast,,,,,
0.86,2016,Southeast,,,,,
0.75,2016,Southeast,,,,,
0.84,2016,Southeast,,,,,
1.01,2016,Southeast,,,,,
0.86,2016,Southeast,,,,,
1.04,2016,Southeast,,,,,
1.05,2016,Southeast,,,,,
1.05,2016,Southeast,,,,,
0.88,2016,Southeast,,,,,
1.07,2016,Southeast,,,,,
0.84,2016,Southeast,,,,,
1.04,2016,Southeast,,,,,
0.98,2016,Southeast,,,,,
0.62,2016,Southeast,,,,,
1.02,2016,Southeast,,,,,
0.9,2016,Southeast,,,,,
1.09,2016,Southeast,,,,,
0.93,2016,Southeast,,,,,
1.06,2016,Southeast,,,,,
1.15,2016,Spokane,,,,,
0.97,2016,Spokane,,,,,
0.96,2016,Spokane,,,,,
1.4,2016,Spokane,,,,,
1.49,2016,Spokane,,,,,
1.14,2016,Spokane,,,,,
1.07,2016,Spokane,,,,,
1.48,2016,Spokane,,,,,
1.39,2016,Spokane,,,,,
1.23,2016,Spokane,,,,,
1.33,2016,Spokane,,,,,
1.19,2016,Spokane,,,,,
0.87,2016,Spokane,,,,,
1.09,2016,Spokane,,,,,
1.05,2016,Spokane,,,,,
0.98,2016,Spokane,,,,,
1.12,2016,Spokane,,,,,
1.12,2016,Spokane,,,,,
1.09,2016,Spokane,,,,,
1.14,2016,Spokane,,,,,
1.16,2016,Spokane,,,,,
1.14,2016,Spokane,,,,,
1.08,2016,Spokane,,,,,
0.98,2016,Spokane,,,,,
1.06,2016,Spokane,,,,,
1.09,2016,Spokane,,,,,
1.02,2016,Spokane,,,,,
0.96,2016,Spokane,,,,,
0.99,2016,Spokane,,,,,
0.87,2016,Spokane,,,,,
0.87,2016,Spokane,,,,,
0.89,2016,Spokane,,,,,
0.85,2016,Spokane,,,,,
0.84,2016,Spokane,,,,,
0.86,2016,Spokane,,,,,
0.95,2016,Spokane,,,,,
0.82,2016,Spokane,,,,,
0.96,2016,Spokane,,,,,
0.92,2016,Spokane,,,,,
0.81,2016,Spokane,,,,,
1.02,2016,Spokane,,,,,
0.93,2016,Spokane,,,,,
0.91,2016,Spokane,,,,,
0.95,2016,Spokane,,,,,
0.82,2016,Spokane,,,,,
0.95,2016,Spokane,,,,,
0.74,2016,Spokane,,,,,
1,2016,Spokane,,,,,
0.97,2016,Spokane,,,,,
0.98,2016,Spokane,,,,,
0.88,2016,Spokane,,,,,
0.9,2016,Spokane,,,,,
1.02,2016,StLouis,,,,,
0.97,2016,StLouis,,,,,
1.11,2016,StLouis,,,,,
1.1,2016,StLouis,,,,,
1.16,2016,StLouis,,,,,
1.29,2016,StLouis,,,,,
1.34,2016,StLouis,,,,,
1.25,2016,StLouis,,,,,
1.01,2016,StLouis,,,,,
0.95,2016,StLouis,,,,,
1.29,2016,StLouis,,,,,
1.3,2016,StLouis,,,,,
1.16,2016,StLouis,,,,,
1.06,2016,StLouis,,,,,
1.17,2016,StLouis,,,,,
1.05,2016,StLouis,,,,,
1.16,2016,StLouis,,,,,
1.15,2016,StLouis,,,,,
1.03,2016,StLouis,,,,,
0.91,2016,StLouis,,,,,
0.85,2016,StLouis,,,,,
1.03,2016,StLouis,,,,,
0.94,2016,StLouis,,,,,
0.88,2016,StLouis,,,,,
0.74,2016,StLouis,,,,,
0.76,2016,StLouis,,,,,
0.97,2016,StLouis,,,,,
0.95,2016,StLouis,,,,,
0.92,2016,StLouis,,,,,
0.83,2016,StLouis,,,,,
0.8,2016,StLouis,,,,,
0.81,2016,StLouis,,,,,
0.75,2016,StLouis,,,,,
0.85,2016,StLouis,,,,,
0.79,2016,StLouis,,,,,
0.8,2016,StLouis,,,,,
0.91,2016,StLouis,,,,,
0.87,2016,StLouis,,,,,
0.94,2016,StLouis,,,,,
0.97,2016,StLouis,,,,,
0.88,2016,StLouis,,,,,
0.89,2016,StLouis,,,,,
0.96,2016,StLouis,,,,,
0.98,2016,StLouis,,,,,
1,2016,StLouis,,,,,
0.98,2016,StLouis,,,,,
0.87,2016,StLouis,,,,,
1.01,2016,StLouis,,,,,
1.1,2016,StLouis,,,,,
1.15,2016,StLouis,,,,,
1.01,2016,StLouis,,,,,
1,2016,StLouis,,,,,
1.46,2016,Syracuse,,,,,
1.42,2016,Syracuse,,,,,
1.5,2016,Syracuse,,,,,
1.64,2016,Syracuse,,,,,
1.55,2016,Syracuse,,,,,
1.61,2016,Syracuse,,,,,
1.62,2016,Syracuse,,,,,
1.59,2016,Syracuse,,,,,
1.56,2016,Syracuse,,,,,
1.38,2016,Syracuse,,,,,
1.36,2016,Syracuse,,,,,
1.23,2016,Syracuse,,,,,
1.43,2016,Syracuse,,,,,
1.54,2016,Syracuse,,,,,
1.46,2016,Syracuse,,,,,
1.35,2016,Syracuse,,,,,
1.53,2016,Syracuse,,,,,
1.38,2016,Syracuse,,,,,
1.44,2016,Syracuse,,,,,
1.35,2016,Syracuse,,,,,
1.53,2016,Syracuse,,,,,
1.6,2016,Syracuse,,,,,
1.5,2016,Syracuse,,,,,
1.31,2016,Syracuse,,,,,
1.29,2016,Syracuse,,,,,
1.37,2016,Syracuse,,,,,
1.43,2016,Syracuse,,,,,
1.35,2016,Syracuse,,,,,
1.29,2016,Syracuse,,,,,
1.31,2016,Syracuse,,,,,
1.36,2016,Syracuse,,,,,
1.27,2016,Syracuse,,,,,
1.23,2016,Syracuse,,,,,
1.23,2016,Syracuse,,,,,
1.31,2016,Syracuse,,,,,
1.22,2016,Syracuse,,,,,
1.21,2016,Syracuse,,,,,
1.28,2016,Syracuse,,,,,
1.03,2016,Syracuse,,,,,
1.29,2016,Syracuse,,,,,
1.24,2016,Syracuse,,,,,
1.18,2016,Syracuse,,,,,
1.36,2016,Syracuse,,,,,
1.27,2016,Syracuse,,,,,
1.34,2016,Syracuse,,,,,
1.28,2016,Syracuse,,,,,
1.28,2016,Syracuse,,,,,
1.2,2016,Syracuse,,,,,
1.32,2016,Syracuse,,,,,
1.37,2016,Syracuse,,,,,
1.36,2016,Syracuse,,,,,
1.34,2016,Syracuse,,,,,
0.93,2016,Tampa,,,,,
0.93,2016,Tampa,,,,,
1.22,2016,Tampa,,,,,
0.96,2016,Tampa,,,,,
1.45,2016,Tampa,,,,,
1.47,2016,Tampa,,,,,
1.38,2016,Tampa,,,,,
1.46,2016,Tampa,,,,,
1.52,2016,Tampa,,,,,
1.53,2016,Tampa,,,,,
1.26,2016,Tampa,,,,,
1.45,2016,Tampa,,,,,
1.45,2016,Tampa,,,,,
1.37,2016,Tampa,,,,,
1.14,2016,Tampa,,,,,
1.16,2016,Tampa,,,,,
0.95,2016,Tampa,,,,,
1.14,2016,Tampa,,,,,
1.14,2016,Tampa,,,,,
1.14,2016,Tampa,,,,,
1.21,2016,Tampa,,,,,
1.25,2016,Tampa,,,,,
1.22,2016,Tampa,,,,,
1.17,2016,Tampa,,,,,
1.15,2016,Tampa,,,,,
0.93,2016,Tampa,,,,,
1.16,2016,Tampa,,,,,
0.98,2016,Tampa,,,,,
1.23,2016,Tampa,,,,,
0.97,2016,Tampa,,,,,
0.96,2016,Tampa,,,,,
1.18,2016,Tampa,,,,,
0.86,2016,Tampa,,,,,
0.92,2016,Tampa,,,,,
0.75,2016,Tampa,,,,,
0.86,2016,Tampa,,,,,
1.06,2016,Tampa,,,,,
0.85,2016,Tampa,,,,,
1.04,2016,Tampa,,,,,
1.08,2016,Tampa,,,,,
1.1,2016,Tampa,,,,,
0.86,2016,Tampa,,,,,
1.08,2016,Tampa,,,,,
0.82,2016,Tampa,,,,,
1.05,2016,Tampa,,,,,
1,2016,Tampa,,,,,
0.56,2016,Tampa,,,,,
0.98,2016,Tampa,,,,,
0.81,2016,Tampa,,,,,
1.05,2016,Tampa,,,,,
0.85,2016,Tampa,,,,,
1.07,2016,Tampa,,,,,
1,2016,TotalUS,,,,,
0.96,2016,TotalUS,,,,,
0.98,2016,TotalUS,,,,,
1,2016,TotalUS,,,,,
1.21,2016,TotalUS,,,,,
1.27,2016,TotalUS,,,,,
1.36,2016,TotalUS,,,,,
1.44,2016,TotalUS,,,,,
1.43,2016,TotalUS,,,,,
1.34,2016,TotalUS,,,,,
1.3,2016,TotalUS,,,,,
1.27,2016,TotalUS,,,,,
1.23,2016,TotalUS,,,,,
1.22,2016,TotalUS,,,,,
1.15,2016,TotalUS,,,,,
1.08,2016,TotalUS,,,,,
1.04,2016,TotalUS,,,,,
1.09,2016,TotalUS,,,,,
1.1,2016,TotalUS,,,,,
1.12,2016,TotalUS,,,,,
1.15,2016,TotalUS,,,,,
1.23,2016,TotalUS,,,,,
1.2,2016,TotalUS,,,,,
1.15,2016,TotalUS,,,,,
1.1,2016,TotalUS,,,,,
1.06,2016,TotalUS,,,,,
1.04,2016,TotalUS,,,,,
1.02,2016,TotalUS,,,,,
1.04,2016,TotalUS,,,,,
0.97,2016,TotalUS,,,,,
0.94,2016,TotalUS,,,,,
0.93,2016,TotalUS,,,,,
0.89,2016,TotalUS,,,,,
0.82,2016,TotalUS,,,,,
0.84,2016,TotalUS,,,,,
0.87,2016,TotalUS,,,,,
0.9,2016,TotalUS,,,,,
0.9,2016,TotalUS,,,,,
0.94,2016,TotalUS,,,,,
0.94,2016,TotalUS,,,,,
0.93,2016,TotalUS,,,,,
0.93,2016,TotalUS,,,,,
0.95,2016,TotalUS,,,,,
0.91,2016,TotalUS,,,,,
0.94,2016,TotalUS,,,,,
0.88,2016,TotalUS,,,,,
0.76,2016,TotalUS,,,,,
0.93,2016,TotalUS,,,,,
0.95,2016,TotalUS,,,,,
0.94,2016,TotalUS,,,,,
0.93,2016,TotalUS,,,,,
0.86,2016,TotalUS,,,,,
0.92,2016,West,,,,,
0.88,2016,West,,,,,
0.84,2016,West,,,,,
0.93,2016,West,,,,,
1.09,2016,West,,,,,
1.1,2016,West,,,,,
1.18,2016,West,,,,,
1.26,2016,West,,,,,
1.26,2016,West,,,,,
1.17,2016,West,,,,,
1.15,2016,West,,,,,
1.13,2016,West,,,,,
1.03,2016,West,,,,,
1.08,2016,West,,,,,
1.04,2016,West,,,,,
0.96,2016,West,,,,,
0.92,2016,West,,,,,
0.96,2016,West,,,,,
0.93,2016,West,,,,,
1,2016,West,,,,,
0.95,2016,West,,,,,
1.1,2016,West,,,,,
1.08,2016,West,,,,,
1.02,2016,West,,,,,
1.01,2016,West,,,,,
0.97,2016,West,,,,,
0.87,2016,West,,,,,
0.86,2016,West,,,,,
0.92,2016,West,,,,,
0.82,2016,West,,,,,
0.79,2016,West,,,,,
0.83,2016,West,,,,,
0.77,2016,West,,,,,
0.75,2016,West,,,,,
0.79,2016,West,,,,,
0.78,2016,West,,,,,
0.77,2016,West,,,,,
0.79,2016,West,,,,,
0.79,2016,West,,,,,
0.78,2016,West,,,,,
0.78,2016,West,,,,,
0.81,2016,West,,,,,
0.8,2016,West,,,,,
0.78,2016,West,,,,,
0.77,2016,West,,,,,
0.78,2016,West,,,,,
0.69,2016,West,,,,,
0.85,2016,West,,,,,
0.78,2016,West,,,,,
0.81,2016,West,,,,,
0.77,2016,West,,,,,
0.73,2016,West,,,,,
0.73,2016,WestTexNewMexico,,,,,
0.76,2016,WestTexNewMexico,,,,,
0.79,2016,WestTexNewMexico,,,,,
0.85,2016,WestTexNewMexico,,,,,
0.8,2016,WestTexNewMexico,,,,,
0.99,2016,WestTexNewMexico,,,,,
0.96,2016,WestTexNewMexico,,,,,
0.99,2016,WestTexNewMexico,,,,,
1.11,2016,WestTexNewMexico,,,,,
1,2016,WestTexNewMexico,,,,,
0.87,2016,WestTexNewMexico,,,,,
1.05,2016,WestTexNewMexico,,,,,
1.14,2016,WestTexNewMexico,,,,,
1.07,2016,WestTexNewMexico,,,,,
0.95,2016,WestTexNewMexico,,,,,
0.73,2016,WestTexNewMexico,,,,,
0.88,2016,WestTexNewMexico,,,,,
0.93,2016,WestTexNewMexico,,,,,
0.92,2016,WestTexNewMexico,,,,,
0.93,2016,WestTexNewMexico,,,,,
0.95,2016,WestTexNewMexico,,,,,
1.06,2016,WestTexNewMexico,,,,,
1.03,2016,WestTexNewMexico,,,,,
0.95,2016,WestTexNewMexico,,,,,
0.87,2016,WestTexNewMexico,,,,,
0.86,2016,WestTexNewMexico,,,,,
0.8,2016,WestTexNewMexico,,,,,
0.79,2016,WestTexNewMexico,,,,,
0.82,2016,WestTexNewMexico,,,,,
0.75,2016,WestTexNewMexico,,,,,
0.77,2016,WestTexNewMexico,,,,,
0.8,2016,WestTexNewMexico,,,,,
0.7,2016,WestTexNewMexico,,,,,
0.74,2016,WestTexNewMexico,,,,,
0.73,2016,WestTexNewMexico,,,,,
0.77,2016,WestTexNewMexico,,,,,
0.73,2016,WestTexNewMexico,,,,,
0.77,2016,WestTexNewMexico,,,,,
0.73,2016,WestTexNewMexico,,,,,
0.71,2016,WestTexNewMexico,,,,,
0.7,2016,WestTexNewMexico,,,,,
0.72,2016,WestTexNewMexico,,,,,
0.77,2016,WestTexNewMexico,,,,,
0.73,2016,WestTexNewMexico,,,,,
0.7,2016,WestTexNewMexico,,,,,
0.7,2016,WestTexNewMexico,,,,,
0.68,2016,WestTexNewMexico,,,,,
0.79,2016,WestTexNewMexico,,,,,
1.12,2016,WestTexNewMexico,,,,,
0.83,2016,WestTexNewMexico,,,,,
0.74,2016,WestTexNewMexico,,,,,
0.76,2016,WestTexNewMexico,,,,,
1.47,2017,Albany,,,,,
1.45,2017,Albany,,,,,
1.43,2017,Albany,,,,,
1.29,2017,Albany,,,,,
1.39,2017,Albany,,,,,
1.5,2017,Albany,,,,,
1.65,2017,Albany,,,,,
1.26,2017,Albany,,,,,
1.62,2017,Albany,,,,,
1.67,2017,Albany,,,,,
1.56,2017,Albany,,,,,
1.65,2017,Albany,,,,,
1.78,2017,Albany,,,,,
1.69,2017,Albany,,,,,
1.64,2017,Albany,,,,,
1.41,2017,Albany,,,,,
1.78,2017,Albany,,,,,
1.76,2017,Albany,,,,,
1.61,2017,Albany,,,,,
1.61,2017,Albany,,,,,
1.52,2017,Albany,,,,,
1.53,2017,Albany,,,,,
1.61,2017,Albany,,,,,
1.49,2017,Albany,,,,,
1.39,2017,Albany,,,,,
1.52,2017,Albany,,,,,
1.56,2017,Albany,,,,,
1.53,2017,Albany,,,,,
1.58,2017,Albany,,,,,
1.65,2017,Albany,,,,,
1.7,2017,Albany,,,,,
1.8,2017,Albany,,,,,
1.38,2017,Albany,,,,,
1.77,2017,Albany,,,,,
1.47,2017,Albany,,,,,
1.13,2017,Albany,,,,,
1.34,2017,Albany,,,,,
1.62,2017,Albany,,,,,
1.54,2017,Albany,,,,,
1.62,2017,Albany,,,,,
1.16,2017,Albany,,,,,
1.6,2017,Albany,,,,,
1.54,2017,Albany,,,,,
1.18,2017,Albany,,,,,
1.4,2017,Albany,,,,,
1.67,2017,Albany,,,,,
1.42,2017,Albany,,,,,
1.49,2017,Albany,,,,,
1.31,2017,Albany,,,,,
1.59,2017,Albany,,,,,
1.55,2017,Albany,,,,,
1.55,2017,Albany,,,,,
1.47,2017,Albany,,,,,
0.95,2017,Atlanta,,,,,
1.11,2017,Atlanta,,,,,
1,2017,Atlanta,,,,,
0.99,2017,Atlanta,,,,,
1.07,2017,Atlanta,,,,,
1.12,2017,Atlanta,,,,,
1.13,2017,Atlanta,,,,,
1.11,2017,Atlanta,,,,,
1.08,2017,Atlanta,,,,,
1.28,2017,Atlanta,,,,,
1.49,2017,Atlanta,,,,,
1.64,2017,Atlanta,,,,,
1.6,2017,Atlanta,,,,,
1.55,2017,Atlanta,,,,,
1.5,2017,Atlanta,,,,,
1.59,2017,Atlanta,,,,,
1.54,2017,Atlanta,,,,,
1.53,2017,Atlanta,,,,,
1.49,2017,Atlanta,,,,,
1.43,2017,Atlanta,,,,,
1.37,2017,Atlanta,,,,,
1.36,2017,Atlanta,,,,,
1.34,2017,Atlanta,,,,,
1.24,2017,Atlanta,,,,,
1.2,2017,Atlanta,,,,,
1.19,2017,Atlanta,,,,,
1.16,2017,Atlanta,,,,,
1.12,2017,Atlanta,,,,,
1.2,2017,Atlanta,,,,,
1.13,2017,Atlanta,,,,,
1.08,2017,Atlanta,,,,,
1.23,2017,Atlanta,,,,,
1.2,2017,Atlanta,,,,,
1.18,2017,Atlanta,,,,,
1.1,2017,Atlanta,,,,,
1.17,2017,Atlanta,,,,,
1.21,2017,Atlanta,,,,,
1.15,2017,Atlanta,,,,,
1.23,2017,Atlanta,,,,,
1.26,2017,Atlanta,,,,,
1.32,2017,Atlanta,,,,,
1.25,2017,Atlanta,,,,,
1.21,2017,Atlanta,,,,,
1.08,2017,Atlanta,,,,,
0.85,2017,Atlanta,,,,,
0.86,2017,Atlanta,,,,,
0.79,2017,Atlanta,,,,,
0.83,2017,Atlanta,,,,,
0.95,2017,Atlanta,,,,,
0.84,2017,Atlanta,,,,,
0.99,2017,Atlanta,,,,,
0.98,2017,Atlanta,,,,,
0.93,2017,Atlanta,,,,,
1.15,2017,BaltimoreWashington,,,,,
1.41,2017,BaltimoreWashington,,,,,
1.44,2017,BaltimoreWashington,,,,,
1.13,2017,BaltimoreWashington,,,,,
1.43,2017,BaltimoreWashington,,,,,
1.43,2017,BaltimoreWashington,,,,,
1.45,2017,BaltimoreWashington,,,,,
1.49,2017,BaltimoreWashington,,,,,
1.41,2017,BaltimoreWashington,,,,,
1.55,2017,BaltimoreWashington,,,,,
1.6,2017,BaltimoreWashington,,,,,
1.66,2017,BaltimoreWashington,,,,,
1.71,2017,BaltimoreWashington,,,,,
1.59,2017,BaltimoreWashington,,,,,
1.59,2017,BaltimoreWashington,,,,,
1.58,2017,BaltimoreWashington,,,,,
1.57,2017,BaltimoreWashington,,,,,
1.62,2017,BaltimoreWashington,,,,,
1.66,2017,BaltimoreWashington,,,,,
1.57,2017,BaltimoreWashington,,,,,
1.48,2017,BaltimoreWashington,,,,,
1.47,2017,BaltimoreWashington,,,,,
1.47,2017,BaltimoreWashington,,,,,
1.48,2017,BaltimoreWashington,,,,,
1.48,2017,BaltimoreWashington,,,,,
1.64,2017,BaltimoreWashington,,,,,
1.6,2017,BaltimoreWashington,,,,,
1.65,2017,BaltimoreWashington,,,,,
1.67,2017,BaltimoreWashington,,,,,
1.65,2017,BaltimoreWashington,,,,,
1.8,2017,BaltimoreWashington,,,,,
1.75,2017,BaltimoreWashington,,,,,
1.67,2017,BaltimoreWashington,,,,,
1.59,2017,BaltimoreWashington,,,,,
1.37,2017,BaltimoreWashington,,,,,
1.69,2017,BaltimoreWashington,,,,,
1.67,2017,BaltimoreWashington,,,,,
1.7,2017,BaltimoreWashington,,,,,
1.64,2017,BaltimoreWashington,,,,,
1.5,2017,BaltimoreWashington,,,,,
1.6,2017,BaltimoreWashington,,,,,
1.58,2017,BaltimoreWashington,,,,,
1.6,2017,BaltimoreWashington,,,,,
1.33,2017,BaltimoreWashington,,,,,
1.48,2017,BaltimoreWashington,,,,,
1.38,2017,BaltimoreWashington,,,,,
1.24,2017,BaltimoreWashington,,,,,
1.09,2017,BaltimoreWashington,,,,,
1.46,2017,BaltimoreWashington,,,,,
1.42,2017,BaltimoreWashington,,,,,
1.48,2017,BaltimoreWashington,,,,,
1.14,2017,BaltimoreWashington,,,,,
1.47,2017,BaltimoreWashington,,,,,
1.13,2017,Boise,,,,,
1.18,2017,Boise,,,,,
1.29,2017,Boise,,,,,
1.08,2017,Boise,,,,,
