"","dept","applicant.gender","admitted"
"3.314","B","male",1
"3.315","B","male",1
"3.316","B","male",1
"3.317","B","male",1
"3.318","B","male",1
"3.319","B","male",1
"3.320","B","male",1
"3.321","B","male",1
"3.322","B","male",1
"3.323","B","male",1
"3.324","B","male",1
"3.325","B","male",1
"3.326","B","male",1
"3.327","B","male",1
"3.328","B","male",1
"3.329","B","male",1
"3.330","B","male",1
"3.331","B","male",1
"3.332","B","male",1
"3.333","B","male",1
"3.334","B","male",1
"3.335","B","male",1
"3.336","B","male",1
"3.337","B","male",1
"3.338","B","male",1
"3.339","B","male",1
"3.340","B","male",1
"3.341","B","male",1
"3.342","B","male",1
"3.343","B","male",1
"3.344","B","male",1
"3.345","B","male",1
"3.346","B","male",1
"3.347","B","male",1
"3.348","B","male",1
"3.349","B","male",1
"3.350","B","male",1
"3.351","B","male",1
"3.352","B","male",1
"31","B","male",0
"3.1100","B","male",0
"3.2100","B","male",0
"3.353","B","male",0
"3.410","B","male",0
"3.510","B","male",0
"3.610","B","male",0
"3.710","B","male",0
"3.810","B","male",0
"3.910","B","male",0
"3.1010","B","male",0
"3.1110","B","male",0
"3.1210","B","male",0
"3.1310","B","male",0
"3.1410","B","male",0
"3.1510","B","male",0
"3.1610","B","male",0
"3.1710","B","male",0
"3.1810","B","male",0
"3.1910","B","male",0
"3.2010","B","male",0
"3.2110","B","male",0
"3.2210","B","male",0
"3.2310","B","male",0
"3.2410","B","male",0
"3.2510","B","male",0
"3.2610","B","male",0
"3.2710","B","male",0
"3.2810","B","male",0
"3.2910","B","male",0
"3.3010","B","male",0
"3.3110","B","male",0
"3.3210","B","male",0
"3.3310","B","male",0
"3.3410","B","male",0
"3.354","B","male",0
"3.361","B","male",0
"3.371","B","male",0
"3.381","B","male",0
"3.391","B","male",0
"3.401","B","male",0
"3.411","B","male",0
"3.421","B","male",0
"3.431","B","male",0
"3.441","B","male",0
"3.451","B","male",0
"3.461","B","male",0
"3.471","B","male",0
"3.481","B","male",0
"3.491","B","male",0
"3.501","B","male",0
"3.511","B","male",0
"3.521","B","male",0
"3.531","B","male",0
"3.541","B","male",0
"3.551","B","male",0
"3.561","B","male",0
"3.571","B","male",0
"3.581","B","male",0
"3.591","B","male",0
"3.601","B","male",0
"3.611","B","male",0
"3.621","B","male",0
"3.631","B","male",0
"3.641","B","male",0
"3.651","B","male",0
"3.661","B","male",0
"3.671","B","male",0
"3.681","B","male",0
"3.691","B","male",0
"3.701","B","male",0
"3.711","B","male",0
"3.721","B","male",0
"3.731","B","male",0
"3.741","B","male",0
"3.751","B","male",0
"3.761","B","male",0
"3.771","B","male",0
"3.781","B","male",0
"3.791","B","male",0
"3.801","B","male",0
"3.811","B","male",0
"3.821","B","male",0
"3.831","B","male",0
"3.841","B","male",0
"3.851","B","male",0
"3.861","B","male",0
"3.871","B","male",0
"3.881","B","male",0
"3.891","B","male",0
"3.901","B","male",0
"3.911","B","male",0
"3.921","B","male",0
"3.931","B","male",0
"3.941","B","male",0
"3.951","B","male",0
"3.961","B","male",0
"3.971","B","male",0
"3.981","B","male",0
"3.991","B","male",0
"3.1001","B","male",0
"3.1011","B","male",0
"3.1021","B","male",0
"3.1031","B","male",0
"3.1041","B","male",0
"3.1051","B","male",0
"3.1061","B","male",0
"3.1071","B","male",0
"3.1081","B","male",0
"3.1091","B","male",0
"3.1101","B","male",0
"3.1111","B","male",0
"3.1121","B","male",0
"3.1131","B","male",0
"3.1141","B","male",0
"3.1151","B","male",0
"3.1161","B","male",0
"3.1171","B","male",0
"3.1181","B","male",0
"3.1191","B","male",0
"3.1201","B","male",0
"3.1211","B","male",0
"3.1221","B","male",0
"3.1231","B","male",0
"3.1241","B","male",0
"3.1251","B","male",0
"3.1261","B","male",0
"3.1271","B","male",0
"3.1281","B","male",0
"3.1291","B","male",0
"3.1301","B","male",0
"3.1311","B","male",0
"3.1321","B","male",0
"3.1331","B","male",0
"3.1341","B","male",0
"3.1351","B","male",0
"3.1361","B","male",0
"3.1371","B","male",0
"3.1381","B","male",0
"3.1391","B","male",0
"3.1401","B","male",0
"3.1411","B","male",0
"3.1421","B","male",0
"3.1431","B","male",0
"3.1441","B","male",0
"3.1451","B","male",0
"3.1461","B","male",0
"3.1471","B","male",0
"3.1481","B","male",0
"3.1491","B","male",0
"3.1501","B","male",0
"3.1511","B","male",0
"3.1521","B","male",0
"3.1531","B","male",0
"3.1541","B","male",0
"3.1551","B","male",0
"3.1561","B","male",0
"3.1571","B","male",0
"3.1581","B","male",0
"3.1591","B","male",0
"3.1601","B","male",0
"3.1611","B","male",0
"3.1621","B","male",0
"3.1631","B","male",0
"3.1641","B","male",0
"3.1651","B","male",0
"3.1661","B","male",0
"3.1671","B","male",0
"3.1681","B","male",0
"3.1691","B","male",0
"3.1701","B","male",0
"3.1711","B","male",0
"3.1721","B","male",0
"3.1731","B","male",0
"3.1741","B","male",0
"3.1751","B","male",0
"3.1761","B","male",0
"3.1771","B","male",0
"3.1781","B","male",0
"3.1791","B","male",0
"3.1801","B","male",0
"3.1811","B","male",0
"3.1821","B","male",0
"3.1831","B","male",0
"3.1841","B","male",0
"3.1851","B","male",0
"3.1861","B","male",0
"3.1871","B","male",0
"3.1881","B","male",0
"3.1891","B","male",0
"3.1901","B","male",0
"3.1911","B","male",0
"3.1921","B","male",0
"3.1931","B","male",0
"3.1941","B","male",0
"3.1951","B","male",0
"3.1961","B","male",0
"3.1971","B","male",0
"3.1981","B","male",0
"3.1991","B","male",0
"3.2001","B","male",0
"3.2011","B","male",0
"3.2021","B","male",0
"3.2031","B","male",0
"3.2041","B","male",0
"3.2051","B","male",0
"3.2061","B","male",0
"4","B","female",1
"4.1","B","female",1
"4.2","B","female",1
"4.3","B","female",1
"4.4","B","female",1
"4.5","B","female",1
"4.6","B","female",1
"4.7","B","female",1
"4.8","B","female",1
"4.9","B","female",1
"4.10","B","female",1
"4.11","B","female",1
"4.12","B","female",1
"4.13","B","female",1
"4.14","B","female",1
"4.15","B","female",1
"4.16","B","female",1
"41","B","female",0
"4.17","B","female",0
"4.21","B","female",0
"4.31","B","female",0
"4.41","B","female",0
"4.51","B","female",0
"4.61","B","female",0
"4.71","B","female",0
"5","C","male",1
"5.1","C","male",1
"5.2","C","male",1
"5.3","C","male",1
"5.4","C","male",1
"5.5","C","male",1
"5.6","C","male",1
"5.7","C","male",1
"5.8","C","male",1
"5.9","C","male",1
"5.10","C","male",1
"5.11","C","male",1
"5.12","C","male",1
"5.13","C","male",1
"5.14","C","male",1
"5.15","C","male",1
"5.16","C","male",1
"5.17","C","male",1
"5.18","C","male",1
"5.19","C","male",1
"5.20","C","male",1
"5.21","C","male",1
"5.22","C","male",1
"5.23","C","male",1
"5.24","C","male",1
"5.25","C","male",1
"5.26","C","male",1
"5.27","C","male",1
"5.28","C","male",1
"5.29","C","male",1
"5.30","C","male",1
"5.31","C","male",1
"5.32","C","male",1
"5.33","C","male",1
"5.34","C","male",1
"5.35","C","male",1
"5.36","C","male",1
"5.37","C","male",1
"5.38","C","male",1
"5.39","C","male",1
"5.40","C","male",1
"5.41","C","male",1
"5.42","C","male",1
"5.43","C","male",1
"5.44","C","male",1
"5.45","C","male",1
"5.46","C","male",1
"5.47","C","male",1
"5.48","C","male",1
"5.49","C","male",1
"5.50","C","male",1
"5.51","C","male",1
"5.52","C","male",1
"5.53","C","male",1
"5.54","C","male",1
"5.55","C","male",1
"5.56","C","male",1
"5.57","C","male",1
"5.58","C","male",1
"5.59","C","male",1
"5.60","C","male",1
"5.61","C","male",1
"5.62","C","male",1
"5.63","C","male",1
"5.64","C","male",1
"5.65","C","male",1
"5.66","C","male",1
"5.67","C","male",1
"5.68","C","male",1
"5.69","C","male",1
"5.70","C","male",1
"5.71","C","male",1
"5.72","C","male",1
"5.73","C","male",1
"5.74","C","male",1
"5.75","C","male",1
"5.76","C","male",1
"5.77","C","male",1
"5.78","C","male",1
"5.79","C","male",1
"5.80","C","male",1
"5.81","C","male",1
"5.82","C","male",1
"5.83","C","male",1
"5.84","C","male",1
"5.85","C","male",1
"5.86","C","male",1
"5.87","C","male",1
"5.88","C","male",1
"5.89","C","male",1
"5.90","C","male",1
"5.91","C","male",1
"5.92","C","male",1
"5.93","C","male",1
"5.94","C","male",1
"5.95","C","male",1
"5.96","C","male",1
"5.97","C","male",1
"5.98","C","male",1
"5.99","C","male",1
"5.100","C","male",1
"5.101","C","male",1
"5.102","C","male",1
"5.103","C","male",1
"5.104","C","male",1
"5.105","C","male",1
"5.106","C","male",1
"5.107","C","male",1
"5.108","C","male",1
"5.109","C","male",1
"5.110","C","male",1
"5.111","C","male",1
"5.112","C","male",1
"5.113","C","male",1
"5.114","C","male",1
"5.115","C","male",1
"5.116","C","male",1
"5.117","C","male",1
"5.118","C","male",1
"5.119","C","male",1
"51","C","male",0
"5.1100","C","male",0
"5.210","C","male",0
"5.310","C","male",0
"5.410","C","male",0
"5.510","C","male",0
"5.610","C","male",0
"5.710","C","male",0
"5.810","C","male",0
"5.910","C","male",0
"5.1010","C","male",0
"5.1110","C","male",0
"5.1210","C","male",0
"5.1310","C","male",0
"5.1410","C","male",0
"5.1510","C","male",0
"5.1610","C","male",0
"5.1710","C","male",0
"5.1810","C","male",0
"5.1910","C","male",0
"5.205","C","male",0
"5.211","C","male",0
"5.221","C","male",0
"5.231","C","male",0
"5.241","C","male",0
"5.251","C","male",0
"5.261","C","male",0
"5.271","C","male",0
"5.281","C","male",0
"5.291","C","male",0
"5.301","C","male",0
"5.311","C","male",0
"5.321","C","male",0
"5.331","C","male",0
"5.341","C","male",0
"5.351","C","male",0
"5.361","C","male",0
"5.371","C","male",0
"5.381","C","male",0
"5.391","C","male",0
"5.401","C","male",0
"5.411","C","male",0
"5.421","C","male",0
"5.431","C","male",0
"5.441","C","male",0
"5.451","C","male",0
"5.461","C","male",0
"5.471","C","male",0
"5.481","C","male",0
"5.491","C","male",0
"5.501","C","male",0
"5.511","C","male",0
"5.521","C","male",0
"5.531","C","male",0
"5.541","C","male",0
"5.551","C","male",0
"5.561","C","male",0
"5.571","C","male",0
"5.581","C","male",0
"5.591","C","male",0
"5.601","C","male",0
"5.611","C","male",0
"5.621","C","male",0
"5.631","C","male",0
"5.641","C","male",0
"5.651","C","male",0
"5.661","C","male",0
"5.671","C","male",0
"5.681","C","male",0
"5.691","C","male",0
"5.701","C","male",0
"5.711","C","male",0
"5.721","C","male",0
"5.731","C","male",0
"5.741","C","male",0
"5.751","C","male",0
"5.761","C","male",0
"5.771","C","male",0
"5.781","C","male",0
"5.791","C","male",0
"5.801","C","male",0
"5.811","C","male",0
"5.821","C","male",0
"5.831","C","male",0
"5.841","C","male",0
"5.851","C","male",0
"5.861","C","male",0
"5.871","C","male",0
"5.881","C","male",0
"5.891","C","male",0
"5.901","C","male",0
"5.911","C","male",0
"5.921","C","male",0
"5.931","C","male",0
"5.941","C","male",0
"5.951","C","male",0
"5.961","C","male",0
"5.971","C","male",0
"5.981","C","male",0
"5.991","C","male",0
"5.1001","C","male",0
"5.1011","C","male",0
"5.1021","C","male",0
"5.1031","C","male",0
"5.1041","C","male",0
"5.1051","C","male",0
"5.1061","C","male",0
"5.1071","C","male",0
"5.1081","C","male",0
"5.1091","C","male",0
"5.1101","C","male",0
"5.1111","C","male",0
"5.1121","C","male",0
"5.1131","C","male",0
"5.1141","C","male",0
"5.1151","C","male",0
"5.1161","C","male",0
"5.1171","C","male",0
"5.1181","C","male",0
"5.1191","C","male",0
"5.120","C","male",0
"5.121","C","male",0
"5.122","C","male",0
"5.123","C","male",0
"5.124","C","male",0
"5.125","C","male",0
"5.126","C","male",0
"5.127","C","male",0
"5.128","C","male",0
"5.129","C","male",0
"5.130","C","male",0
"5.131","C","male",0
"5.132","C","male",0
"5.133","C","male",0
"5.134","C","male",0
"5.135","C","male",0
"5.136","C","male",0
"5.137","C","male",0
"5.138","C","male",0
"5.139","C","male",0
"5.140","C","male",0
"5.141","C","male",0
"5.142","C","male",0
"5.143","C","male",0
"5.144","C","male",0
"5.145","C","male",0
"5.146","C","male",0
"5.147","C","male",0
"5.148","C","male",0
"5.149","C","male",0
"5.150","C","male",0
"5.151","C","male",0
"5.152","C","male",0
"5.153","C","male",0
"5.154","C","male",0
"5.155","C","male",0
"5.156","C","male",0
"5.157","C","male",0
"5.158","C","male",0
"5.159","C","male",0
"5.160","C","male",0
"5.161","C","male",0
"5.162","C","male",0
"5.163","C","male",0
"5.164","C","male",0
"5.165","C","male",0
"5.166","C","male",0
"5.167","C","male",0
"5.168","C","male",0
"5.169","C","male",0
"5.170","C","male",0
"5.171","C","male",0
"5.172","C","male",0
"5.173","C","male",0
"5.174","C","male",0
"5.175","C","male",0
"5.176","C","male",0
"5.177","C","male",0
"5.178","C","male",0
"5.179","C","male",0
"5.180","C","male",0
"5.181","C","male",0
"5.182","C","male",0
"5.183","C","male",0
"5.184","C","male",0
"5.185","C","male",0
"5.186","C","male",0
"5.187","C","male",0
"5.188","C","male",0
"5.189","C","male",0
"5.190","C","male",0
"5.191","C","male",0
"5.192","C","male",0
"5.193","C","male",0
"5.194","C","male",0
"5.195","C","male",0
"5.196","C","male",0
"5.197","C","male",0
"5.198","C","male",0
"5.199","C","male",0
"5.200","C","male",0
"5.201","C","male",0
"5.202","C","male",0
"5.203","C","male",0
"5.204","C","male",0
"6","C","female",1
"6.1","C","female",1
"6.2","C","female",1
"6.3","C","female",1
"6.4","C","female",1
"6.5","C","female",1
"6.6","C","female",1
"6.7","C","female",1
"6.8","C","female",1
"6.9","C","female",1
"6.10","C","female",1
"6.11","C","female",1
"6.12","C","female",1
"6.13","C","female",1
"6.14","C","female",1
"6.15","C","female",1
"6.16","C","female",1
"6.17","C","female",1
"6.18","C","female",1
"6.19","C","female",1
"6.20","C","female",1
"6.21","C","female",1
"6.22","C","female",1
"6.23","C","female",1
"6.24","C","female",1
"6.25","C","female",1
"6.26","C","female",1
"6.27","C","female",1
"6.28","C","female",1
"6.29","C","female",1
"6.30","C","female",1
"6.31","C","female",1
"6.32","C","female",1
"6.33","C","female",1
"6.34","C","female",1
"6.35","C","female",1
"6.36","C","female",1
"6.37","C","female",1
"6.38","C","female",1
"6.39","C","female",1
"6.40","C","female",1
"6.41","C","female",1
"6.42","C","female",1
"6.43","C","female",1
"6.44","C","female",1
"6.45","C","female",1
"6.46","C","female",1
"6.47","C","female",1
"6.48","C","female",1
"6.49","C","female",1
"6.50","C","female",1
"6.51","C","female",1
"6.52","C","female",1
"6.53","C","female",1
"6.54","C","female",1
"6.55","C","female",1
"6.56","C","female",1
"6.57","C","female",1
"6.58","C","female",1
"6.59","C","female",1
"6.60","C","female",1
"6.61","C","female",1
"6.62","C","female",1
"6.63","C","female",1
"6.64","C","female",1
"6.65","C","female",1
"6.66","C","female",1
"6.67","C","female",1
"6.68","C","female",1
"6.69","C","female",1
"6.70","C","female",1
"6.71","C","female",1
"6.72","C","female",1
"6.73","C","female",1
"6.74","C","female",1
"6.75","C","female",1
"6.76","C","female",1
"6.77","C","female",1
"6.78","C","female",1
"6.79","C","female",1
"6.80","C","female",1
"6.81","C","female",1
"6.82","C","female",1
"6.83","C","female",1
"6.84","C","female",1
"6.85","C","female",1
"6.86","C","female",1
"6.87","C","female",1
"6.88","C","female",1
"6.89","C","female",1
"6.90","C","female",1
"6.91","C","female",1
"6.92","C","female",1
"6.93","C","female",1
"6.94","C","female",1
"6.95","C","female",1
"6.96","C","female",1
"6.97","C","female",1
"6.98","C","female",1
"6.99","C","female",1
"6.100","C","female",1
"6.101","C","female",1
"6.102","C","female",1
"6.103","C","female",1
"6.104","C","female",1
"6.105","C","female",1
"6.106","C","female",1
"6.107","C","female",1
"6.108","C","female",1
"6.109","C","female",1
"6.110","C","female",1
"6.111","C","female",1
"6.112","C","female",1
"6.113","C","female",1
"6.114","C","female",1
"6.115","C","female",1
"6.116","C","female",1
"6.117","C","female",1
"6.118","C","female",1
"6.119","C","female",1
"6.120","C","female",1
"6.121","C","female",1
"6.122","C","female",1
"6.123","C","female",1
"6.124","C","female",1
"6.125","C","female",1
"6.126","C","female",1
"6.127","C","female",1
"6.128","C","female",1
"6.129","C","female",1
"6.130","C","female",1
"6.131","C","female",1
"6.132","C","female",1
"6.133","C","female",1
"6.134","C","female",1
"6.135","C","female",1
"6.136","C","female",1
"6.137","C","female",1
"6.138","C","female",1
"6.139","C","female",1
"6.140","C","female",1
"6.141","C","female",1
"6.142","C","female",1
"6.143","C","female",1
"6.144","C","female",1
"6.145","C","female",1
"6.146","C","female",1
"6.147","C","female",1
"6.148","C","female",1
"6.149","C","female",1
"6.150","C","female",1
"6.151","C","female",1
"6.152","C","female",1
"6.153","C","female",1
"6.154","C","female",1
"6.155","C","female",1
"6.156","C","female",1
"6.157","C","female",1
"6.158","C","female",1
"6.159","C","female",1
"6.160","C","female",1
"6.161","C","female",1
"6.162","C","female",1
"6.163","C","female",1
"6.164","C","female",1
"6.165","C","female",1
"6.166","C","female",1
"6.167","C","female",1
"6.168","C","female",1
"6.169","C","female",1
"6.170","C","female",1
"6.171","C","female",1
"6.172","C","female",1
"6.173","C","female",1
"6.174","C","female",1
"6.175","C","female",1
"6.176","C","female",1
"6.177","C","female",1
"6.178","C","female",1
"6.179","C","female",1
"6.180","C","female",1
"6.181","C","female",1
"6.182","C","female",1
"6.183","C","female",1
"6.184","C","female",1
"6.185","C","female",1
"6.186","C","female",1
"6.187","C","female",1
"6.188","C","female",1
"6.189","C","female",1
"6.190","C","female",1
"6.191","C","female",1
"6.192","C","female",1
"6.193","C","female",1
"6.194","C","female",1
"6.195","C","female",1
"6.196","C","female",1
"6.197","C","female",1
"6.198","C","female",1
"6.199","C","female",1
"6.200","C","female",1
"6.201","C","female",1
"61","C","female",0
"6.1100","C","female",0
"6.2100","C","female",0
"6.391","C","female",0
"6.410","C","female",0
"6.510","C","female",0
"6.610","C","female",0
"6.710","C","female",0
"6.810","C","female",0
"6.910","C","female",0
"6.1010","C","female",0
"6.1110","C","female",0
"6.1210","C","female",0
"6.1310","C","female",0
"6.1410","C","female",0
"6.1510","C","female",0
"6.1610","C","female",0
"6.1710","C","female",0
"6.1810","C","female",0
"6.1910","C","female",0
"6.2010","C","female",0
"6.2110","C","female",0
"6.2210","C","female",0
"6.2310","C","female",0
"6.2410","C","female",0
"6.2510","C","female",0
"6.2610","C","female",0
"6.2710","C","female",0
"6.2810","C","female",0
"6.2910","C","female",0
"6.3010","C","female",0
"6.3110","C","female",0
"6.3210","C","female",0
"6.3310","C","female",0
"6.3410","C","female",0
"6.3510","C","female",0
"6.3610","C","female",0
"6.3710","C","female",0
"6.3810","C","female",0
"6.392","C","female",0
"6.401","C","female",0
"6.411","C","female",0
"6.421","C","female",0
"6.431","C","female",0
"6.441","C","female",0
"6.451","C","female",0
"6.461","C","female",0
"6.471","C","female",0
"6.481","C","female",0
"6.491","C","female",0
"6.501","C","female",0
"6.511","C","female",0
"6.521","C","female",0
"6.531","C","female",0
"6.541","C","female",0
"6.551","C","female",0
"6.561","C","female",0
"6.571","C","female",0
"6.581","C","female",0
"6.591","C","female",0
"6.601","C","female",0
"6.611","C","female",0
"6.621","C","female",0
"6.631","C","female",0
"6.641","C","female",0
"6.651","C","female",0
"6.661","C","female",0
"6.671","C","female",0
"6.681","C","female",0
"6.691","C","female",0
"6.701","C","female",0
"6.711","C","female",0
"6.721","C","female",0
"6.731","C","female",0
"6.741","C","female",0
"6.751","C","female",0
"6.761","C","female",0
"6.771","C","female",0
"6.781","C","female",0
"6.791","C","female",0
"6.801","C","female",0
"6.811","C","female",0
"6.821","C","female",0
"6.831","C","female",0
"6.841","C","female",0
"6.851","C","female",0
"6.861","C","female",0
"6.871","C","female",0
"6.881","C","female",0
"6.891","C","female",0
"6.901","C","female",0
"6.911","C","female",0
"6.921","C","female",0
"6.931","C","female",0
"6.941","C","female",0
"6.951","C","female",0
"6.961","C","female",0
"6.971","C","female",0
"6.981","C","female",0
"6.991","C","female",0
"6.1001","C","female",0
"6.1011","C","female",0
"6.1021","C","female",0
"6.1031","C","female",0
"6.1041","C","female",0
"6.1051","C","female",0
"6.1061","C","female",0
"6.1071","C","female",0
"6.1081","C","female",0
"6.1091","C","female",0
"6.1101","C","female",0
"6.1111","C","female",0
"6.1121","C","female",0
"6.1131","C","female",0
"6.1141","C","female",0
"6.1151","C","female",0
"6.1161","C","female",0
"6.1171","C","female",0
"6.1181","C","female",0
"6.1191","C","female",0
"6.1201","C","female",0
"6.1211","C","female",0
"6.1221","C","female",0
"6.1231","C","female",0
"6.1241","C","female",0
"6.1251","C","female",0
"6.1261","C","female",0
"6.1271","C","female",0
"6.1281","C","female",0
"6.1291","C","female",0
"6.1301","C","female",0
"6.1311","C","female",0
"6.1321","C","female",0
"6.1331","C","female",0
"6.1341","C","female",0
"6.1351","C","female",0
"6.1361","C","female",0
"6.1371","C","female",0
"6.1381","C","female",0
"6.1391","C","female",0
"6.1401","C","female",0
"6.1411","C","female",0
"6.1421","C","female",0
"6.1431","C","female",0
"6.1441","C","female",0
"6.1451","C","female",0
"6.1461","C","female",0
"6.1471","C","female",0
"6.1481","C","female",0
"6.1491","C","female",0
"6.1501","C","female",0
"6.1511","C","female",0
"6.1521","C","female",0
"6.1531","C","female",0
"6.1541","C","female",0
"6.1551","C","female",0
"6.1561","C","female",0
"6.1571","C","female",0
"6.1581","C","female",0
"6.1591","C","female",0
"6.1601","C","female",0
"6.1611","C","female",0
"6.1621","C","female",0
"6.1631","C","female",0
"6.1641","C","female",0
"6.1651","C","female",0
"6.1661","C","female",0
"6.1671","C","female",0
"6.1681","C","female",0
"6.1691","C","female",0
"6.1701","C","female",0
"6.1711","C","female",0
"6.1721","C","female",0
"6.1731","C","female",0
"6.1741","C","female",0
"6.1751","C","female",0
"6.1761","C","female",0
"6.1771","C","female",0
"6.1781","C","female",0
"6.1791","C","female",0
"6.1801","C","female",0
"6.1811","C","female",0
"6.1821","C","female",0
"6.1831","C","female",0
"6.1841","C","female",0
"6.1851","C","female",0
"6.1861","C","female",0
"6.1871","C","female",0
"6.1881","C","female",0
"6.1891","C","female",0
"6.1901","C","female",0
"6.1911","C","female",0
"6.1921","C","female",0
"6.1931","C","female",0
"6.1941","C","female",0
"6.1951","C","female",0
"6.1961","C","female",0
"6.1971","C","female",0
"6.1981","C","female",0
"6.1991","C","female",0
"6.2001","C","female",0
"6.2011","C","female",0
"6.202","C","female",0
"6.203","C","female",0
"6.204","C","female",0
"6.205","C","female",0
"6.206","C","female",0
"6.207","C","female",0
"6.208","C","female",0
"6.209","C","female",0
"6.210","C","female",0
"6.211","C","female",0
"6.212","C","female",0
"6.213","C","female",0
"6.214","C","female",0
"6.215","C","female",0
"6.216","C","female",0
"6.217","C","female",0
"6.218","C","female",0
"6.219","C","female",0
"6.220","C","female",0
"6.221","C","female",0
"6.222","C","female",0
"6.223","C","female",0
"6.224","C","female",0
"6.225","C","female",0
"6.226","C","female",0
"6.227","C","female",0
"6.228","C","female",0
"6.229","C","female",0
"6.230","C","female",0
"6.231","C","female",0
"6.232","C","female",0
"6.233","C","female",0
"6.234","C","female",0
"6.235","C","female",0
"6.236","C","female",0
"6.237","C","female",0
"6.238","C","female",0
"6.239","C","female",0
"6.240","C","female",0
"6.241","C","female",0
"6.242","C","female",0
"6.243","C","female",0
"6.244","C","female",0
"6.245","C","female",0
"6.246","C","female",0
"6.247","C","female",0
"6.248","C","female",0
"6.249","C","female",0
"6.250","C","female",0
"6.251","C","female",0
"6.252","C","female",0
"6.253","C","female",0
"6.254","C","female",0
"6.255","C","female",0
"6.256","C","female",0
"6.257","C","female",0
"6.258","C","female",0
"6.259","C","female",0
"6.260","C","female",0
"6.261","C","female",0
"6.262","C","female",0
"6.263","C","female",0
"6.264","C","female",0
"6.265","C","female",0
"6.266","C","female",0
"6.267","C","female",0
"6.268","C","female",0
"6.269","C","female",0
"6.270","C","female",0
"6.271","C","female",0
"6.272","C","female",0
"6.273","C","female",0
"6.274","C","female",0
"6.275","C","female",0
"6.276","C","female",0
"6.277","C","female",0
"6.278","C","female",0
"6.279","C","female",0
"6.280","C","female",0
"6.281","C","female",0
"6.282","C","female",0
"6.283","C","female",0
"6.284","C","female",0
"6.285","C","female",0
"6.286","C","female",0
"6.287","C","female",0
"6.288","C","female",0
"6.289","C","female",0
"6.290","C","female",0
"6.291","C","female",0
"6.292","C","female",0
"6.293","C","female",0
"6.294","C","female",0
"6.295","C","female",0
"6.296","C","female",0
"6.297","C","female",0
"6.298","C","female",0
"6.299","C","female",0
"6.300","C","female",0
"6.301","C","female",0
"6.302","C","female",0
"6.303","C","female",0
"6.304","C","female",0
"6.305","C","female",0
"6.306","C","female",0
"6.307","C","female",0
"6.308","C","female",0
"6.309","C","female",0
"6.310","C","female",0
"6.311","C","female",0
"6.312","C","female",0
"6.313","C","female",0
"6.314","C","female",0
"6.315","C","female",0
"6.316","C","female",0
"6.317","C","female",0
"6.318","C","female",0
"6.319","C","female",0
"6.320","C","female",0
"6.321","C","female",0
"6.322","C","female",0
"6.323","C","female",0
"6.324","C","female",0
"6.325","C","female",0
"6.326","C","female",0
"6.327","C","female",0
"6.328","C","female",0
"6.329","C","female",0
"6.330","C","female",0
"6.331","C","female",0
"6.332","C","female",0
"6.333","C","female",0
"6.334","C","female",0
"6.335","C","female",0
"6.336","C","female",0
"6.337","C","female",0
"6.338","C","female",0
"6.339","C","female",0
"6.340","C","female",0
"6.341","C","female",0
"6.342","C","female",0
"6.343","C","female",0
"6.344","C","female",0
"6.345","C","female",0
"6.346","C","female",0
"6.347","C","female",0
"6.348","C","female",0
"6.349","C","female",0
"6.350","C","female",0
"6.351","C","female",0
"6.352","C","female",0
"6.353","C","female",0
"6.354","C","female",0
"6.355","C","female",0
"6.356","C","female",0
"6.357","C","female",0
"6.358","C","female",0
"6.359","C","female",0
"6.360","C","female",0
"6.361","C","female",0
"6.362","C","female",0
"6.363","C","female",0
"6.364","C","female",0
"6.365","C","female",0
"6.366","C","female",0
"6.367","C","female",0
"6.368","C","female",0
"6.369","C","female",0
"6.370","C","female",0
"6.371","C","female",0
"6.372","C","female",0
"6.373","C","female",0
"6.374","C","female",0
"6.375","C","female",0
"6.376","C","female",0
"6.377","C","female",0
"6.378","C","female",0
"6.379","C","female",0
"6.380","C","female",0
"6.381","C","female",0
"6.382","C","female",0
"6.383","C","female",0
"6.384","C","female",0
"6.385","C","female",0
"6.386","C","female",0
"6.387","C","female",0
"6.388","C","female",0
"6.389","C","female",0
"6.390","C","female",0
"7","D","male",1
"7.1","D","male",1
"7.2","D","male",1
"7.3","D","male",1
"7.4","D","male",1
"7.5","D","male",1
"7.6","D","male",1
"7.7","D","male",1
"7.8","D","male",1
"7.9","D","male",1
"7.10","D","male",1
"7.11","D","male",1
"7.12","D","male",1
"7.13","D","male",1
"7.14","D","male",1
"7.15","D","male",1
"7.16","D","male",1
"7.17","D","male",1
"7.18","D","male",1
"7.19","D","male",1
"7.20","D","male",1
"7.21","D","male",1
"7.22","D","male",1
"7.23","D","male",1
"7.24","D","male",1
"7.25","D","male",1
"7.26","D","male",1
"7.27","D","male",1
"7.28","D","male",1
"7.29","D","male",1
"7.30","D","male",1
"7.31","D","male",1
"7.32","D","male",1
"7.33","D","male",1
"7.34","D","male",1
"7.35","D","male",1
"7.36","D","male",1
"7.37","D","male",1
"7.38","D","male",1
"7.39","D","male",1
"7.40","D","male",1
"7.41","D","male",1
"7.42","D","male",1
"7.43","D","male",1
"7.44","D","male",1
"7.45","D","male",1
"7.46","D","male",1
"7.47","D","male",1
"7.48","D","male",1
"7.49","D","male",1
"7.50","D","male",1
"7.51","D","male",1
"7.52","D","male",1
"7.53","D","male",1
"7.54","D","male",1
"7.55","D","male",1
